uniprot_id;length;phi;weight;aromaticity;hydrophobicity;sheet;helix;turn;cystein
Q8TBF5;258;5.90802001953;81247.3;0.0813953488372;0.21976744186;0.31007751938;0.348837209302;0.170542635659;11.0
Q8TBF4;217;8.69378662109;109730.6;0.0783410138249;-0.940552995392;0.239631336406;0.230414746544;0.248847926267;4.0
Q9NQ79;661;4.94854736328;193041.9;0.0847201210287;-0.30726172466;0.236006051437;0.272314674735;0.287443267776;14.0
Q9NVL8;296;9.28277587891;233047.9;0.0608108108108;-1.05810810811;0.273648648649;0.233108108108;0.206081081081;1.0
Q8IZF5;1079;7.43719482422;1201638957.62;0.0759962928638;0.215848007414;0.296570898981;0.323447636701;0.264133456905;40.0
Q8TBF2;198;6.20269775391;257820.6;0.0606060606061;0.15101010101;0.29797979798;0.348484848485;0.222222222222;6.0
O75326;666;7.57073974609;486996977.904;0.0945945945946;-0.460810810811;0.234234234234;0.283783783784;0.267267267267;19.0
Q9NQ76;525;8.61798095703;1029725454.34;0.0552380952381;-1.2580952381;0.188571428571;0.179047619048;0.331428571429;2.0
Q8TBF8;368;8.97564697266;437072.7;0.0271739130435;-0.739402173913;0.320652173913;0.25;0.16847826087;2.0
O95342;1321;6.17315673828;61013262.1005;0.0968962906889;0.0109008327025;0.2558667676;0.330052990159;0.214231642695;20.0
Q5H9L2;206;4.74188232422;579617.9;0.0291262135922;-1.88349514563;0.28640776699;0.0970873786408;0.26213592233;2.0
P20930;4061;9.24188232422;1087974.2;0.023885742428;-1.67269145531;0.135434622014;0.064269884265;0.400393991628;2.0
Q5MIZ7;849;4.87384033203;1200710.3;0.0883392226148;-0.433097762073;0.286219081272;0.3074204947;0.199057714959;14.0
P20936;1047;6.10552978516;1411082.4;0.0821394460363;-0.255396370583;0.280802292264;0.30659025788;0.240687679083;16.0
Q9NZV5;590;5.32135009766;1370107529.88;0.0966101694915;-0.203220338983;0.305084745763;0.294915254237;0.264406779661;8.0
Q8NFX7;210;9.19049072266;984983539.926;0.0761904761905;-0.52619047619;0.266666666667;0.242857142857;0.2;5.0
Q496A3;300;7.07891845703;487138821.704;0.0933333333333;-0.674666666667;0.203333333333;0.253333333333;0.323333333333;6.0
Q8IZF2;1346;6.22625732422;1337757863.69;0.0950965824666;-0.000222882615156;0.208766716196;0.333580980684;0.268945022288;44.0
P83859;136;10.246887207;1666073.1;0.110294117647;-0.382352941176;0.294117647059;0.264705882353;0.301470588235;2.0
Q8WVE7;144;9.29949951172;1398995482.37;0.0972222222222;0.772916666667;0.305555555556;0.388888888889;0.270833333333;3.0
Q8NA03;581;5.07598876953;1352485627.78;0.0378657487091;-0.904819277108;0.289156626506;0.232358003442;0.228915662651;9.0
P30613;574;7.64581298828;599244526.323;0.0522648083624;0.0405923344948;0.282229965157;0.306620209059;0.228222996516;7.0
Q15573;450;9.14935302734;1976331.7;0.135555555556;-0.446888888889;0.275555555556;0.34;0.193333333333;4.0
Q15572;869;8.90924072266;2087185.8;0.0655926352129;-0.309781357883;0.278481012658;0.277330264672;0.278481012658;18.0
P51788;898;8.70074462891;1265567786.4;0.086859688196;0.132516703786;0.300668151448;0.324053452116;0.221603563474;17.0
P23919;212;8.39642333984;2114807.1;0.0754716981132;-0.304716981132;0.325471698113;0.301886792453;0.174528301887;3.0
Q8NHX4;192;10.1093139648;2139149.8;0.03125;-0.894791666667;0.1875;0.135416666667;0.369791666667;12.0
Q8NHX9;752;6.65301513672;2237924.4;0.126329787234;0.394015957447;0.308510638298;0.420212765957;0.212765957447;11.0
Q5Y7A7;266;6.50531005859;1384311428.18;0.109022556391;-0.234586466165;0.225563909774;0.327067669173;0.248120300752;6.0
Q6UX39;209;5.28839111328;1182031689.32;0.0287081339713;-0.0133971291866;0.263157894737;0.263157894737;0.325358851675;1.0
Q6ZNW5;385;6.00640869141;2319566.7;0.0727272727273;-0.14025974026;0.293506493506;0.319480519481;0.257142857143;4.0
Q9NXR8;418;5.87603759766;2373822.9;0.066985645933;-0.836124401914;0.258373205742;0.203349282297;0.275119617225;9.0
Q9C0H2;523;5.19317626953;2440773.5;0.0917782026769;0.102294455067;0.304015296367;0.342256214149;0.225621414914;17.0
Q9C0H5;1083;7.29949951172;2581553.8;0.084025854109;-0.64838411819;0.261311172669;0.24838411819;0.276084949215;18.0
Q9H1Y0;275;5.48236083984;1221551593.41;0.116363636364;-0.467636363636;0.261818181818;0.327272727273;0.174545454545;4.0
Q4VXU2;614;9.05694580078;2660991.3;0.0732899022801;-0.421986970684;0.262214983713;0.260586319218;0.245928338762;11.0
Q68DE3;2245;7.41351318359;2943106.0;0.0276169265033;-0.615902004454;0.195100222717;0.204899777283;0.352338530067;35.0
Q9C0H9;1055;9.31964111328;3074549.3;0.0398104265403;-0.644454976303;0.274881516588;0.20663507109;0.327014218009;5.0
Q9NXR1;346;5.20159912109;3119573.3;0.0404624277457;-0.945086705202;0.317919075145;0.21098265896;0.248554913295;1.0
Q00537;523;9.10260009766;3188561.4;0.0764818355641;-0.551816443595;0.25621414914;0.286806883365;0.260038240918;5.0
Q00536;496;7.22906494141;3253196.5;0.0685483870968;-0.46189516129;0.280241935484;0.290322580645;0.235887096774;4.0
P20592;715;8.90997314453;1096544737.74;0.0741258741259;-0.447272727273;0.265734265734;0.300699300699;0.205594405594;8.0
Q9NXR5;420;5.57550048828;3305514.9;0.0595238095238;-0.290238095238;0.259523809524;0.245238095238;0.297619047619;14.0
Q00532;357;9.04168701172;3353601.2;0.0980392156863;-0.457703081232;0.224089635854;0.33893557423;0.190476190476;10.0
Q6UXI7;678;9.28582763672;3439729.0;0.0796460176991;-0.243805309735;0.205014749263;0.290560471976;0.261061946903;10.0
O00712;420;9.00799560547;3494719.8;0.0833333333333;-0.686666666667;0.188095238095;0.257142857143;0.304761904762;6.0
Q9UBM8;478;8.27850341797;3559376.0;0.13179916318;-0.329079497908;0.225941422594;0.357740585774;0.202928870293;6.0
Q96J65;1359;8.64129638672;24353648.4;0.0890360559235;0.107284768212;0.2744665195;0.352465047829;0.198675496689;25.0
O00241;398;6.06500244141;3670525.5;0.0653266331658;-0.118090452261;0.253768844221;0.293969849246;0.256281407035;8.0
O00716;465;5.28814697266;3728048.6;0.0365591397849;-0.332258064516;0.30752688172;0.247311827957;0.290322580645;7.0
Q3LI54;63;8.91253662109;985007763.826;0.349206349206;-0.238095238095;0.0793650793651;0.396825396825;0.444444444444;4.0
Q9H8L6;949;5.55548095703;641482273.435;0.0569020021075;-0.404109589041;0.332982086407;0.262381454162;0.208640674394;12.0
Q9UBM1;199;8.88568115234;3914824.0;0.140703517588;0.48743718593;0.311557788945;0.412060301508;0.226130653266;2.0
A8MTA8;275;8.38250732422;3950335.9;0.105454545455;-0.519272727273;0.225454545455;0.276363636364;0.305454545455;3.0
Q6BEB4;398;9.43096923828;3999453.8;0.0628140703518;-0.350502512563;0.291457286432;0.201005025126;0.304020100503;14.0
P51993;359;8.91888427734;245954193.092;0.144846796657;-0.425348189415;0.239554317549;0.317548746518;0.239554317549;8.0
Q13835;747;9.29351806641;4109898.3;0.0709504685408;-0.563453815261;0.240963855422;0.242302543507;0.290495314592;23.0
Q7Z3T1;314;8.92108154297;4150328.3;0.0955414012739;0.625477707006;0.286624203822;0.410828025478;0.222929936306;10.0
A0AVF1;554;6.49688720703;4224471.0;0.119133574007;-0.333393501805;0.308664259928;0.335740072202;0.180505415162;11.0
P40424;430;6.54412841797;871669491.396;0.053488372093;-0.617209302326;0.258139534884;0.209302325581;0.288372093023;5.0
P40425;430;7.17864990234;872655807.196;0.053488372093;-0.616744186047;0.248837209302;0.206976744186;0.344186046512;5.0
P40426;434;6.57330322266;4678135.7;0.0529953917051;-0.643087557604;0.253456221198;0.21198156682;0.294930875576;5.0
P40429;203;10.9362182617;4705352.4;0.0788177339901;-0.481280788177;0.261083743842;0.325123152709;0.152709359606;1.0
Q7Z3T8;1539;4.67340087891;4901968.3;0.0597790773229;-0.351007147498;0.230019493177;0.281351526966;0.27485380117;42.0
Q13838;428;5.44158935547;4958653.3;0.0794392523364;-0.273831775701;0.273364485981;0.320093457944;0.168224299065;8.0
Q5M775;1068;6.28900146484;985315169.226;0.0365168539326;-0.795599250936;0.308988764045;0.216292134831;0.253745318352;12.0
P20933;346;5.85821533203;5060774.0;0.0722543352601;-0.151156069364;0.245664739884;0.260115606936;0.251445086705;11.0
Q9H2I8;198;6.23358154297;5086891.0;0.0707070707071;-0.526767676768;0.313131313131;0.318181818182;0.242424242424;3.0
A0A075B6S2;120;6.52886962891;985330456.926;0.0916666666667;-0.015;0.225;0.333333333333;0.316666666667;2.0
P08842;583;7.60223388672;5172914.7;0.11320754717;-0.0915951972556;0.246998284734;0.329331046312;0.2487135506;15.0
P03891;347;9.83819580078;5218110.0;0.103746397695;0.636311239193;0.331412103746;0.400576368876;0.242074927954;0.0
Q5VUR7;823;8.11566162109;5327029.0;0.0437424058323;-0.848481166464;0.291616038882;0.243013365735;0.179829890644;16.0
P48960;835;6.50225830078;5433927.0;0.0898203592814;-0.0323353293413;0.22874251497;0.304191616766;0.259880239521;49.0
P45844;678;8.02423095703;734097335.259;0.101769911504;0.162684365782;0.289085545723;0.349557522124;0.225663716814;17.0
P02768;609;5.91693115234;5572790.2;0.0919540229885;-0.353858784893;0.32183908046;0.282430213465;0.134646962233;35.0
P05386;114;4.25946044922;5586339.8;0.0526315789474;0.109649122807;0.377192982456;0.245614035088;0.271929824561;2.0
P05387;115;4.42291259766;5600058.7;0.0347826086957;-0.237391304348;0.347826086957;0.226086956522;0.286956521739;0.0
P21815;317;4.14068603516;1221922708.61;0.0946372239748;-1.38769716088;0.287066246057;0.173501577287;0.305993690852;1.0
P02760;352;5.94610595703;5784185.4;0.0965909090909;-0.298863636364;0.244318181818;0.278409090909;0.25;16.0
P05388;317;5.71563720703;5824152.0;0.0694006309148;0.0403785488959;0.305993690852;0.302839116719;0.220820189274;3.0
P02765;367;5.42730712891;5870070.6;0.0544959128065;-0.196457765668;0.261580381471;0.267029972752;0.258855585831;14.0
P02766;147;5.52166748047;5888587.6;0.0884353741497;-0.0285714285714;0.292517006803;0.30612244898;0.238095238095;2.0
Q7L266;308;5.84271240234;5926173.4;0.038961038961;-0.12987012987;0.269480519481;0.253246753247;0.25;6.0
Q9UQ07;419;9.64093017578;5981720.0;0.0811455847255;-0.548448687351;0.236276849642;0.286396181384;0.236276849642;10.0
Q9UQ05;1017;8.87176513672;6111720.6;0.0776794493609;-0.136676499508;0.272369714848;0.299901671583;0.286135693215;22.0
Q9UJ70;344;5.81512451172;6155277.8;0.0901162790698;-0.00261627906977;0.273255813953;0.31976744186;0.252906976744;6.0
Q9UJ71;328;8.45294189453;6197894.2;0.0914634146341;-0.298170731707;0.240853658537;0.314024390244;0.259146341463;5.0
Q9UJ72;324;5.13189697266;6240993.2;0.111111111111;-0.26450617284;0.29012345679;0.305555555556;0.16975308642;10.0
Q8IWB9;1127;5.71063232422;1407451845.87;0.0674356699201;-0.576308784383;0.26264418811;0.264418811003;0.281277728483;11.0
Q15165;354;5.33197021484;6445599.3;0.090395480226;-0.0299435028249;0.271186440678;0.364406779661;0.248587570621;4.0
Q15166;354;5.24212646484;6491566.5;0.0932203389831;-0.0209039548023;0.262711864407;0.364406779661;0.24011299435;4.0
Q9UJ78;669;8.50030517578;6593345.6;0.0687593423019;-0.679820627803;0.207772795217;0.242152466368;0.285500747384;24.0
A3KN83;1393;7.96429443359;734737903.359;0.0653266331658;-0.4720028715;0.251974156497;0.276381909548;0.254127781766;12.0
P35579;1960;5.49920654297;531972674.806;0.0474489795918;-0.853520408163;0.367346938776;0.245918367347;0.134693877551;22.0
O15254;700;6.83843994141;6759770.7;0.0971428571429;-0.0671428571429;0.301428571429;0.328571428571;0.228571428571;13.0
O15255;209;8.56146240234;6785795.9;0.0574162679426;-0.253588516746;0.224880382775;0.234449760766;0.411483253589;11.0
Q9BZL1;73;8.58135986328;554615633.111;0.0958904109589;-0.415068493151;0.191780821918;0.356164383562;0.13698630137;2.0
Q86WA8;852;6.87603759766;734847853.259;0.0434272300469;-0.194953051643;0.287558685446;0.30985915493;0.207746478873;9.0
P60153;205;6.18328857422;6937234.4;0.112195121951;-0.465853658537;0.258536585366;0.331707317073;0.190243902439;8.0
Q6ZTI6;216;8.74822998047;6964717.6;0.0740740740741;-0.461111111111;0.25462962963;0.236111111111;0.328703703704;4.0
Q8N1G0;1237;8.56024169922;1173882923.93;0.0396119644301;-0.448342764753;0.242522231205;0.194017784964;0.340339531124;43.0
O15258;196;9.55999755859;6991188.9;0.173469387755;0.0811224489796;0.209183673469;0.40306122449;0.19387755102;2.0
O15259;732;5.11212158203;7087659.0;0.0724043715847;-0.485245901639;0.29781420765;0.292349726776;0.219945355191;10.0
Q6ZTI0;123;9.99749755859;7102745.2;0.0243902439024;-0.807317073171;0.211382113821;0.154471544715;0.365853658537;1.0
P20813;491;8.42694091797;487800093.704;0.114052953157;-0.0987780040733;0.276985743381;0.352342158859;0.207739307536;5.0
Q86XA0;190;4.91302490234;7377163.8;0.1;0.202631578947;0.305263157895;0.373684210526;0.194736842105;6.0
Q6ZT83;130;10.5162963867;734864532.259;0.0769230769231;0.0523076923077;0.230769230769;0.307692307692;0.307692307692;4.0
P29401;623;7.57904052734;7613547.6;0.0722311396469;-0.173996789727;0.268057784912;0.279293739968;0.216693418941;12.0
P29400;1685;7.70855712891;7804939.0;0.0350148367953;-0.617804154303;0.145994065282;0.160830860534;0.572700296736;20.0
Q5VWT5;728;8.58184814453;7900107.1;0.0618131868132;-0.874862637363;0.243131868132;0.236263736264;0.281593406593;12.0
Q86XA9;2040;6.14434814453;8158853.5;0.0553921568627;0.141274509804;0.319117647059;0.325980392157;0.214705882353;58.0
P39023;403;10.1935424805;8354686.3;0.0818858560794;-0.646898263027;0.193548387097;0.280397022333;0.18858560794;5.0
P29122;969;7.96295166016;8578561.6;0.0825593395253;-0.451599587203;0.222910216718;0.241486068111;0.262125902993;56.0
H0YL14;139;10.4778442383;8597131.8;0.143884892086;0.632374100719;0.287769784173;0.453237410072;0.165467625899;5.0
Q2VWP7;1150;7.37261962891;775739090.67;0.0739130434783;-0.236260869565;0.242608695652;0.299130434783;0.265217391304;15.0
Q01118;1682;8.25836181641;9033180.1;0.127229488704;0.195838287753;0.252080856124;0.394768133175;0.202734839477;40.0
Q9H840;131;6.82855224609;246499431.192;0.0687022900763;-0.183969465649;0.282442748092;0.297709923664;0.229007633588;2.0
Q96CS2;278;5.40582275391;9185532.79999;0.0503597122302;-0.580215827338;0.36690647482;0.280575539568;0.169064748201;1.0
Q96CS3;445;5.45806884766;9246155.59999;0.0921348314607;-0.750786516854;0.274157303371;0.292134831461;0.188764044944;6.0
Q96CS4;500;9.88787841797;9312055.49999;0.072;-0.9348;0.198;0.19;0.262;33.0
Q9P218;1284;8.26739501953;9471001.19999;0.0607476635514;-0.261448598131;0.263239875389;0.261682242991;0.306853582555;13.0
Q5W111;196;6.21673583984;9496180.89999;0.0765306122449;-0.186224489796;0.204081632653;0.301020408163;0.260204081633;8.0
Q96CS7;222;5.15008544922;60823092.8005;0.121621621622;-0.390540540541;0.225225225225;0.283783783784;0.234234234234;6.0
Q9UK13;617;8.80267333984;9625852.59999;0.0923824959481;-0.884116693679;0.189627228525;0.218800648298;0.235008103728;43.0
Q9UK12;451;8.96160888672;9686447.69999;0.0886917960089;-0.79534368071;0.19733924612;0.241685144124;0.19955654102;31.0
Q9P217;1185;6.78179931641;9838417.59999;0.0649789029536;-0.195780590717;0.303797468354;0.285232067511;0.227004219409;31.0
P62805;103;11.3628540039;9851622.99999;0.0582524271845;-0.521359223301;0.203883495146;0.281553398058;0.21359223301;0.0
Q8N6K4;173;9.65167236328;9872144.09999;0.0404624277457;-0.466473988439;0.317919075145;0.14450867052;0.393063583815;2.0
Q9BVC3;393;5.05291748047;9924032.99999;0.0763358778626;-0.463867684478;0.300254452926;0.297709923664;0.195928753181;12.0
Q9P212;2302;6.06805419922;10224207.5;0.0734144222415;-0.518809730669;0.244569939183;0.270634231103;0.257167680278;56.0
Q92833;1246;9.45709228516;10385374.3;0.0505617977528;-0.784831460674;0.24077046549;0.219903691814;0.263242375602;29.0
Q92832;810;5.65716552734;10489589.2;0.0641975308642;-0.30024691358;0.193827160494;0.243209876543;0.245679012346;90.0
Q92831;832;9.15582275391;10597575.5;0.0853365384615;-0.446634615385;0.256009615385;0.276442307692;0.253605769231;19.0
Q92830;837;9.17620849609;10706563.1;0.0836320191159;-0.403584229391;0.267622461171;0.281959378734;0.246117084827;17.0
Q92837;279;7.65191650391;10740665.2;0.010752688172;-0.47311827957;0.333333333333;0.200716845878;0.318996415771;6.0
Q9H3M9;355;4.86529541016;10787792.0;0.0788732394366;-0.706197183099;0.270422535211;0.270422535211;0.211267605634;6.0
Q92835;1189;7.37652587891;10942489.0;0.0723296888141;-0.632800672834;0.231286795627;0.263246425568;0.275862068966;16.0
P21453;382;9.58758544922;10992165.4;0.104712041885;0.440837696335;0.248691099476;0.397905759162;0.238219895288;13.0
Q969K7;222;8.06060791016;66377232.5006;0.0720720720721;0.763963963964;0.324324324324;0.382882882883;0.216216216216;10.0
Q92839;578;9.35101318359;11103893.2;0.128027681661;0.140138408304;0.335640138408;0.356401384083;0.185121107266;15.0
Q9H3M7;391;7.45538330078;11154580.3;0.079283887468;-0.232225063939;0.212276214834;0.306905370844;0.250639386189;11.0
Q9H3M0;494;5.90325927734;11219048.0;0.0931174089069;0.00121457489879;0.287449392713;0.342105263158;0.212550607287;15.0
Q969K3;372;4.82513427734;11267373.5;0.0645161290323;-0.495161290323;0.247311827957;0.239247311828;0.225806451613;23.0
Q9BVC4;326;5.49871826172;11309105.9;0.079754601227;-0.294478527607;0.199386503067;0.273006134969;0.266871165644;12.0
Q9BZG1;259;8.06671142578;11342798.9;0.0888030888031;-0.12972972973;0.277992277992;0.316602316602;0.177606177606;8.0
Q8TAL5;461;9.01251220703;11403309.4;0.0542299349241;-0.816485900217;0.238611713666;0.232104121475;0.240780911063;8.0
